text,label,dataset
The growth in earnings over last year largely reflected our return on incremental investment,neg,train
The growth in earnings also reflected the implementation of the FERC 205 forecasted transmission rates as well as the normal historical expense true-up,neg,train
"Finally, we experienced a slight decline in our joint venture earnings due to an ETT settlement in 2017",neg,train
"Turning to Slide 8, our annual operating earnings for 2017 were $3",neg,train
"This difference can be primarily attributed to unfavorable weather, the sale of the competitive generation assets, and positive items that occurred last year that were not repeated this year",neg,train
"Offsetting these were lower O&M, higher transmission earnings, and recovery of incremental investment to serve our customers",neg,train
"For 2018, we are maintaining our guidance range for the year of $3",neg,train
95 per share and reaffirming our growth rate of 5 to 7% operating earnings,neg,train
"We will be investing $6 billion in capital substantially in the regulated entities, with the vast majority of that being wires related to provide reliability and quality of service to our customers",neg,train
Obviously the rate case outcomes in the various jurisdictions that I will discuss later will be a key component of these allocation decisions,neg,train
"First, I was modestly distracted when you mentioned that you’re making a reduction in expenses due to change in benefit costs",neg,train
"And is the assumption that Wind Catcher would displace other things, or is it partially incremental? Can you remind us how we should think about that?",neg,train
Let’s try to wrap this up on Slide 13 so we can get to your questions,neg,train
"For seven years now, we have maintained O&M discipline and kept spending in a tight range of between $2",neg,train
"Last year, AEP’s board of directors increased the quarterly dividend by 5",neg,train
"What will be left behind will be a very small portion which will be allocable to the parent, which doesn’t have EBITDA associated with it, and that’s the small portion that we think will not be deductible",neg,train
"As we have explained previously, we have the best customer satisfaction, the best service quality and the lowest rates",neg,train
We just need to be able to attract a fair return on our investments in Oklahoma,neg,train
"After our previous disappointing rate case and a disappointing ALJ recommendation on our current case, we are hopeful that the Oklahoma commission will arrest this negative trend",neg,train
"5% but actually only recovering a 6% ROE, and if the ALJ recommendation has approved in its presence form only a 5% ROE, these results would be unattractive given AEP’s other investment opportunities",neg,train
"Now that PSO is on negative credit outlook by Moody’s, a positive result is even more important",neg,train
"You had talked about making a decision by maybe March-April, I think",neg,train
"With that, I will turn the call over to the Operator for your questions",neg,test
"Then you said parent interest expense would be mostly tax deductible, which means it’s not completely tax deductible",neg,train
"In 2020 at least, could we consider 5 to 7% to be an annual growth rate as opposed to a CAGR off of a previous base?",neg,train
The final chart to the right shows the net jobs created in AEP service territory in 2017 by sector,neg,train
"In total, there were approximately 87,000 more people working in AEP’s footprint at the end of 2017 than at the start of the year",neg,train
"Over 60% of the new jobs added in 2017 came from three categories: education and health services, professional business services, and manufacturing",neg,train
These categories typically represent higher wage jobs which should support residential sales growth in 2018,neg,train
"The exception was the retail sector, which lost nearly 5,500 jobs in 2017",neg,train
"As you know, more people are choosing to shop online as opposed to traditional big box stores",neg,test
"Despite this outlier, we are encouraged by the momentum of economic trends in our service territory and still expect modest growth in 2018",neg,train
I was answering the question in regards to tax reform,neg,train
Wind Catcher is a big change and that would clearly require us to come back out to you and explain how we’re going to finance that,neg,train
"4% at the end of the fourth quarter 2017, which is unchanged from third quarter",neg,train
"Again, you probably know we have Indiana case and our Michigan case, both rate cases filed in those jurisdictions, and would expect an outcome of those in the next couple of quarters",neg,test
"So clearly that portion about how we allocate the excess deferred income tax back to our customers is something that’s in play, and since it’s in play across 11 jurisdictions, all of which may have different interests, that’s something that we will firm up over time",neg,test
We don’t anticipate there to be a strategic change in our numbers that would have our capital and financing plans change materially,neg,test
"THE INFORMATION CONTAINED HERE IS A TEXTUAL REPRESENTATION OF THE APPLICABLE COMPANY'S CONFERENCE CALL, CONFERENCE PRESENTATION OR OTHER AUDIO PRESENTATION, AND WHILE EFFORTS ARE MADE TO PROVIDE AN ACCURATE TRANSCRIPTION, THERE MAY BE MATERIAL ERRORS, OMISSIONS, OR INACCURACIES IN THE REPORTING OF THE SUBSTANCE OF THE AUDIO PRESENTATIONS",neg,train
IN NO WAY DOES SEEKING ALPHA ASSUME ANY RESPONSIBILITY FOR ANY INVESTMENT OR OTHER DECISIONS MADE BASED UPON THE INFORMATION PROVIDED ON THIS WEB SITE OR IN ANY TRANSCRIPT,neg,test
USERS ARE ADVISED TO REVIEW THE APPLICABLE COMPANY'S AUDIO PRESENTATION ITSELF AND THE APPLICABLE COMPANY'S SEC FILINGS BEFORE MAKING ANY INVESTMENT OR OTHER DECISIONS,neg,train
"Finally just in terms of load growth, again in the EEI deck you had load growth of, I think for 2018, 0",neg,train
"I know you touched on this earlier as well with, I think, Greg’s question, but just wanted to get any more color on what led to the drop in ’18, anything we should be focused on, and is that ’18 number more of a steady state, do you think?",neg,train
Today we will be making forward-looking statements during the call,neg,train
There are many factors that may cause these results to differ materially from these statements,neg,train
Please refer to our SEC filings for a discussion of these factors,neg,train
Please refer to the reconciliation of the applicable GAAP measures provided in the appendix of today’s presentation,neg,train
"Then there is a lot of jurisdictions here to deal with as it relates to tax reform, and a couple of previous questions have touched on this already, but we have you guys reiterating the 5 to 7% long term rate, we also have a $700 million to $800 million decrease in your forecasted operating cash flow versus EEI, as would be expected here",neg,train
Is it fair to characterize your assumptions as they relate to tax reform as conservative as they pertain both to the DTL revaluation as well as just the refund considerations to customers themselves?,neg,train
"Going back to a little bit more detail on the prior conversation around the impact of tax reform and flowing that back into the state, regulatory commission processes, can you give us a little bit of a sense on how you’re thinking about that across the various states? I mean, there’s a number of ways that you could presumably approach this in terms of both addressing perhaps unrecovered items, accelerating investment, returning benefits to customers, etc",neg,train
Maybe a little bit of a flavor as you think about the various states,neg,train
"Absolutely, we just wanted to get behind what’s in those numbers",neg,train
"As always, the IR team will be available to answer any additional questions you may have",neg,train
"The thing is these cases, and you probably read the transcripts like I do - I get irritated with the transcripts half the time because it’s really arguments on the fringes, and a lot more discussion needs to be had about the benefits of the project and the benefits of a hedge and that kind of thing, but you argue on the fringes and a lot of it is risk adjustments associated with the project that allow for customer protections to be in place relative to the project benefits",neg,train
We’re certainly encouraging that all interveners propose what they want to get approved,neg,train
Our first question will come from the line of Greg Gordon with Evercore,neg,train
Thank you for your participation and for using AT&T Executive Teleconference,neg,train
So now I’ll move to the equalizer graph and explain some of the cases that we have ongoing,neg,train
"First of all, overall we’ve continued to have a 9",neg,test
"5% ROE, and over the 12-month period we have had some delays during the year that moved into ’18, and certainly weather has impacted ’17 as well overall",neg,train
You’ll hear that in many of the cases going across the equalizer graph,neg,test
"So for AEP Ohio, the ROE for AEP Ohio at the end of fourth quarter 2017 was 14",neg,train
"2%, but you have to keep in mind that that 14",neg,train
"2% includes the legacy issues that were resolved from the global settlements that had been done earlier, so really when you look at the seed-adjusted ROE, we’re right around 10% in AEP Ohio, so we’re in a good place there",neg,train
Next we’ll go to the line of Steve Fleishman with Wolfe Research,neg,train
"Okay, but Oklahoma is one of the states where you might have discussions, as you say?",neg,train
Can you quantify for us at this time a range of dollars in terms of debt that you think will not qualify?,neg,test
Next we’ll go to the line of Praful Mehta with Citigroup,neg,train
"Well again, we did not assume right away, we certainly don’t assume day one flow-backs, and we don’t think that would be a reasonable answer for jurisdictions to ask from us",neg,test
"We’ve built these ADIT balances up over the last 10 or so years, and a flow-back period that is in that time range, we think would be reasonable, or a flow-back that would be associated with the life of an asset would be reasonable",neg,train
"As far as PSO is concerned, we’ve already talked about that pretty extensively at this point",neg,train
"1% at the end of the third quarter, and of course we’re looking for the Oklahoma commission to adjust the recommendations of the ALJ at this point and hopefully have a good outcome associated with that rate case, which we expect an order very soon",neg,train
That’s something we take very seriously because we want to make investment in Oklahoma,neg,train
"When you look at the performance of PSO in relation to its customers and the rate making and everything, it doesn’t deserve the ROE recommendation and it doesn’t deserve the outcomes that we’re getting in Oklahoma",neg,train
So we have to look at that and see what the broad view is,neg,train
Copyright policy: All transcripts on this site are the copyright of Seeking Alpha,neg,train
(Until now investors have had to pay thousands of dollars in subscription fees for transcripts,neg,test
) So our reproduction policy is as follows: You may quote up to 400 words of any transcript on the condition that you attribute the transcript to Seeking Alpha and either link to the original transcript or to www,neg,train
"Kentucky Power, we obviously--that was a work in progress last year",neg,train
It should move up even more now given that we have an outcome of a rate case,neg,train
"4 million increase, and it was--the settlement was actually adjusted there for certainly the impacts of tax reform",neg,train
"Long-term solution for Kentucky Power, though, will again--the rates was only a part of it",neg,train
"Let’s begin on Slide 7, which shows that operating earnings for the fourth quarter were $0",neg,train
"All of our regulated segments experienced growth for the quarter compared to last year, and as expected our competitive generation and marketing business was down due to last year’s asset sales",neg,train
"All the detail by segment is shown in the boxes on the chart, but overall the growth in our regulated business was driven by lower O&M, return on incremental investment, and positive weather impacts all partially offset by a higher effective tax rate",neg,train
The impact of the sale of the competitive assets was partially offset by lower operating expenses on the remaining assets and higher trading revenues,neg,test
05 per share from last year primarily due to lower O&M and favorable tax adjustments,neg,test
"As far as APCo is concerned, the ROE for APCo at the end of the fourth quarter was 8",neg,test
"4% at the end of the third quarter, so they are making progress; but again, it reflects weather for the entire year",neg,train
"The other thing I just want to reiterate too is that through all this, if there is any question of the 5 to 7% growth rate being in jeopardy in some fashion, that’s just not the case",neg,train
"We’re looking at the 5 to 7% growth rate just like we looked at it before, and luckily--well, not just luckily, but certainly we’re in the enviable position to be able to adjust to tax reform and still confidently talk about our 5 to 7% growth rate",neg,train
"We do assume that we are going to the lower tax rate from the 35% down to 21%, and that that will be a fairly direct pass-through to our customers in terms of rate since that 35% was baked into our rates and now 21% will be, so we view that as not being an earnings issue",neg,train
Similarly with the excess ADIT issue - it’s a matter of how do we flow that cash back to our customers and over what period of time,neg,test
"In 1986, it ranged from two years, I think, to 20 years depending on jurisdiction, and I think we’ll have an equally large spread of jurisdictions depending on each jurisdiction’s particular interest, so both of those we have reflected in our numbers, but both of those tend not to be earnings issues, they tend to be, as you were pointing out, cash issues",neg,train
"So as we look at AEP Texas, AEP Texas at the end of fourth quarter 2017 was 10%, and it was 10",neg,train
"3% last quarter, and AEP Texas decreased due to a tax refund that dropped out of the calculation that was taking place in there",neg,train
"Of course, AEP Transmission, the ROE for AEP Transmission holdco at the end of fourth quarter was 12",neg,train
"Yes, so our numbers for ’18 essentially stayed the same",neg,train
Good morning everyone and thank you for joining us today for AEP’s fourth quarter 2017 earnings call,neg,train
"I know many of you are happy to get 2017 in the rear view mirror and move onto 2018, but I would say that we ended 2017 very strong",neg,train
"I mentioned in the third quarter earnings call for those who watch Game of Thrones, Khaleesi’s dragons didn’t show up for the heat of the summer but we definitely spent the beginning of winter at the North Wall of the White Walkers - it was really cold",neg,train
"As a matter of fact, one of my family members had the great idea that I could barbecue chicken wings on New Year’s Day for the football games, so I was outside in 10 degree weather grilling wings",neg,test
"But all in all, though I was cold outside as a shareholder, I was warm inside as we sold a lot of comfort to our customers during this cold spell",neg,train
"It’s still cold here, but we know that’s good for demand, so I’ll take it",neg,train
"Yes, it’s an all-of-the-above type of thing, because state jurisdictions are going to look at it differently based upon their own individual situations",neg,train
"We also have areas where we can accelerate depreciation or adjust plant balances or those types of things, so I think it’s particularly important for us to be mindful of where each individual jurisdiction, where the touch points are, and be able to address that",neg,train
"Transmission will be a bit of that, environmental will be a piece of that",neg,train
"Everything else, the numbers kind of work out the way they work out",neg,train
"Yes, so we assume that flows through to customers pretty directly",neg,train
"So for fourth quarter ’17, it was an outstanding quarter, and the year’s results exemplify the resiliency and the commitment of AEP’s employees to deliver consistent earnings and dividend quality, regardless of the headwinds that may exist",neg,test
"We’re very proud of 2017, and as we move into 2018, the year of tax reform, Wind Catcher, rate cases, and also forging ahead with Smart Cities, Ohio’s PowerForward project, and other forward-thinking initiatives, this will set the tone for the years to come",neg,train
"There is obviously--you know, as we go through discussions with the interveners, it’s important for us to be able to have those discussions wherever we can, and certainly we’re having those discussions certainly with Oklahoma and in Texas",neg,train
"Moving to the upper left chart, normalized residential sales were up two-tenths of a percent for the quarter and down 1",neg,train
8% in our western footprint where customer counts increased by seven-tenths of a percent in the fourth quarter,neg,train
"In the east, however, residential sales declined by nine-tenths of a percent despite the three-tenths of a percent increase in customer counts",neg,train
"Got it, so from a rating agency perspective, the drop--given you had accretion, I guess, going in, in terms of your FFO to debt, there is not a requirement to do anything at the back end given your metrics are improving by the back end, and you already had cushion, is that the way to think about the FFO to debt going forward?",neg,train
"Okay, I didn’t necessarily mean just with the deferred tax liability going back on that, just the lower tax rate itself",neg,train
Good morning everyone and welcome to the fourth quarter 2017 earnings call for American Electric Power,neg,train
Thank you for taking the time to join us today,neg,train
"Our earnings release, presentation slides, and related financial information are available on our website at aep",neg,train
"Praful, we were starting in a position of strength relative to our credit metrics against our ratings, and the reason we were in that position of strength was we anticipated being taxpayers in 2020 and we described that to rating agencies and investors",neg,train
"People understood that those metrics were going to deteriorate over time, but still stay within the metrics that are appropriate for our current ratings",neg,train
Next we’ll go to the line of Jonathan Arnold with Deutsche Bank,neg,train
"Presumably as we’re sort of thinking about the earnings implications, the main offset is the higher financing costs on more debt with the lower FFO, increasing your financing needs albeit without equity",neg,train
6% for the quarter and ended the year up 2,neg,train
"In fact, our five largest industrial sectors experienced nearly 11% growth this quarter, led by chemicals and primary metals",neg,train
"Second, in the fourth quarter two large co-generators on our system took their units offline for routine maintenance and purchased their needs from us",neg,train
"Our project is unique in that it does originate in western Oklahoma high capacity wind, but we also terminate it at where the load is in our territory, and that’s toward Tulsa",neg,train
"I think the other projects have different routings and different assumptions associated with them and congestion associated with them, different assumptions entirely",neg,train
"The pie is big enough for more than our particular transaction, so more power to them, but more power to us as well",neg,train
"I’ll just add onto that, I think it’s probably a testament to the sound financial condition of what Brian and the team has been doing for this organization, to be able to absorb the tax reform implications without issuing additional equity",neg,train
Now let’s move to Slide 11 and review the company’s capitalization and liquidity,neg,train
Our debt to total capital ratio increased nine-tenths of a percent during the quarter to 55,neg,test
Our FFO to debt ratio was solidly in the Baa1 range at 18,neg,train
Our qualified pension funding improved approximately one percentage point to 101%,neg,train
"Despite a lower discount rate, gains from plan assets outpaced an increase in the plan liability due to strong market returns",neg,train
"So to that, I was going to--I mean, you’re now talking about mid-teens as your FFO to debt target",neg,train
I think one of the slides from EEI was sort of mid to high teens,neg,train
Can you give us sort of hundreds of basis points net effect of what you think is going to happen to that metric?,neg,train
"I guess just stepping back at a high level and thinking about your growth drivers, I do see a couple positives",neg,test
"So I guess I see a few positives - you know, Oklahoma is an unknown and certainly potentially concerning, but I respect your perspective on that",neg,train
At a very big picture drivers--I guess there is often confusion between cash and GAAP and real earnings power here,neg,train
I just want to make sure I’m thinking about high level drivers correctly,neg,train
"Okay, and just on that front, to hit the 5 to 7% growth rate because cash will eventually impact earnings at some point, you don’t need to hit any certain targets in certain jurisdictions to delay that refund or get some kind of reg asset taken off your balance sheet or anything? You feel that you can reach that level with the refunds happening essentially right away?",neg,test
"At this point, I will turn the call over to our Chairman and CEO, Doug Parker",neg,train
And we would take our next question from Jamie Baker with J,neg,train
In fact we closed out the year with every entity with positive unit revenue growth for the entire year,neg,train
We had another quarter of strong performance in the corporate segment and forward outlook remains positive as our sales investments and initiatives continue to take hold,neg,train
Corporate revenue continued to improve quarter over quarter ending the fourth quarter 2017 with the highest year-over-year growth of the last eight quarters,neg,train
On a full year basis our GAAP net profit for 2017 was $1,neg,train
90 per diluted share compared to our 2016 GAAP net profit of $2,neg,train
Excluding net special items we reported a net profit of $455 million in the fourth quarter 2017 versus our fourth quarter 2016 net profit excluding special items of $475 million,neg,train
Our diluted earnings per share excluding net special items were $0,neg,train
92 per diluted share that we had in the fourth quarter of 2016,neg,train
"Yes, Doug thanks from me as well for the wonderful response earlier here, it's very helpful to investors",neg,train
Hopefully you’re impressed by that answer because I know I was,neg,train
And we will take our next question from Brandon Oglenski with Barclays,neg,train
Improved execution of low-cost carrier price matching together with strong premium cabin performance due to our premium cabin initiatives were the primary drivers and the UK led the way with double digit growth,neg,test
But it does add complexity to our fleet by a new aircraft type,neg,train
"So it's not about the aircraft, it's about the complexity that it brings to our operating group for having more aircraft",neg,train
One is from an aircraft standpoint we did announce that we were bringing in ten more E175 aircraft to replace an outsourced contract that we had and take out some CRJ200s,neg,train
From a non-aircraft CapEx side as Maya said there's just so much demand going on out there,neg,train
"I just want to - what the, you know obviously you've ruled out basically I mean this last year, what the plans for 2018 will be for that, did you see that changing in terms of giving customers more options to buy some of the things that have been subtracted out of that product? And then also do you see it expanding to other markets beyond domestic and then that near Caribbean stuff you guys did a little bit ago?",neg,train
"We attracted nearly 24,000 new small-to-medium sized corporate accounts through revitalized sales efforts and investments and saw improvements in our revenue share premium to fair share in the business agency channel of 2",neg,test
6 billion in total available liquidity comprised of cash and investments of $5,neg,train
The company also had a restricted cash position of $318 million,neg,train
"In addition, we successfully repriced two term loans bringing our entire term loan performance portfolio to an industry-leading rate of 200 basis points over LIBOR",neg,train
All of these transactions helped contribute to the long-term financial strength of American,neg,train
"I spoke for five minutes and you gave me seven but I didn’t say, so make your own conclusions from what I told you about Americans growth, but you know, look we're not here to talk about what other people are doing their networks",neg,train
"That’s for them to decide and again we know who we are, we know the assets we have",neg,train
We feel good about our growth and look all I'm pointing out is you can look at our 2,neg,train
"5%, 3% growth and so guess why do you guess it makes sense and I just gave you the answer",neg,train
"American Airlines Group (NASDAQ:AAL) Q4 2017 Results Earnings Conference Call January 25, 2018  8:30 AM ET",neg,train
"Turning to revenue, the demand environment continues to be strong",neg,train
"6%, marking the fifth consecutive quarter of positive unit revenue growth and the sixth consecutive quarter where we outpaced the industry average growth rate",neg,train
Improvement was broad-based with every entity in a positive territory for the quarter,neg,train
"Hey Derek, can we go back to your comment about the A350s? And you said you're working with Airbus and Boeing on another option from a widebody perspective and where to go on that",neg,train
"Can you talk a little bit more in detail on what you're looking at, what you're considering?",neg,train
So I think this can change out in the farther years in 2020,neg,train
I think the fleet plan over the time period should stay pretty flat,neg,train
"Yes, I’ll try not to take the bait, but I'll try – let me try and help",neg,train
But look you know we're not going to pine on other airlines capacity plans,neg,train
That's for them to decide what to do to and to describe to you their plans,neg,train
[Operator Instructions] And we will take our next question from Mary Schlangenstein with Bloomberg News,neg,train
And what we have found is that there's been this explosion in new technologies that allow us to basically take some shortcuts and get things done more quickly than we were previously able to do,neg,train
The plan is to take the Embraer 190 fleet and the MD-80 fleet out by the end of '19 and that's firm in the plan,neg,train
"We are working from a widebody perspective as we talked about on the call as before, you see the A350s coming in in 2020, you know we've had conversations about that",neg,train
Those would replace - they are currently set to replace aA330-300s and other widebodys as they come in,neg,train
We're working with Airbus and Boeing on other options from a widebody perspective just to see where we go with that,neg,train
But I would assume that this fleet stays pretty flat over the next to two to three years,neg,train
Total GAAP operating expenses for the fourth quarter of 2017 were $9,neg,train
This increase was driven by higher consolidated fuel expense which was up 23,neg,train
"5%, higher salaries and benefits expenses as a result of the mid-contract base pay increase given to our pilots and flight attendants in April 2017, and higher revenue related expenses and depreciation",neg,train
1% year-over-year and our consolidated CASM ex-fuel and special items was 11,neg,train
8% year-over-year due primarily to the expense increases I just mentioned,neg,train
Correct it would have been a credit to salaries and then wages,neg,train
"Okay, I appreciate the perspective and then second question really is for Robert",neg,train
"And then just a quick followup, does this include buybacks or no? I would guess it does right?",neg,train
"I just have two questions, one can you say I know you don’t report traffic, but I'm wondering if you can say what your loads are looking like and maybe you're bookings",neg,train
How they're coming along for the rest of the quarter or as far along as you're willing to comment?,neg,test
Copyright policy: All transcripts on this site are the copyright of Seeking Alpha,neg,train
(Until now investors have had to pay thousands of dollars in subscription fees for transcripts,neg,train
) So our reproduction policy is as follows: You may quote up to 400 words of any transcript on the condition that you attribute the transcript to Seeking Alpha and either link to the original transcript or to www,neg,train
"Kind of an off, unusual question I think and maybe it's for Derek or I'm not sure who should answer this",neg,train
"If we think about the return on invested capital of the underlying airline, it's improved significantly, and while cargo has improved, you know, you mentioned that how well cargo was doing on a year-over-year basis, I wanted to get an understanding of how cargo return on invested capital fully allocated compares to that of the airline because it might – sense is historically is that it hasn't had you know it may be was contributing when the airline was weaker, but it may be not be meeting that standard now, so I wanted to understand how you think about cargoes return relative to the airline? Thanks",neg,test
How was it that you determined the appropriate pricing levels then forward if it's seen as like basically free belly space?,neg,train
"Okay, it's Don, so let me just start with the buy up",neg,train
"So we've had basic economy in the market now, but broadly domestically since September",neg,test
"We rolled it out to the Caribbean, the subset of Caribbean and Mexico markets in late November",neg,train
"The product is working entirely as we expected and so we're seeing the buy up rates that we expected to see and we're seeing the sell up amounts that we expected to see, so basic economy is really at this point working as designed",neg,train
"THE INFORMATION CONTAINED HERE IS A TEXTUAL REPRESENTATION OF THE APPLICABLE COMPANY'S CONFERENCE CALL, CONFERENCE PRESENTATION OR OTHER AUDIO PRESENTATION, AND WHILE EFFORTS ARE MADE TO PROVIDE AN ACCURATE TRANSCRIPTION, THERE MAY BE MATERIAL ERRORS, OMISSIONS, OR INACCURACIES IN THE REPORTING OF THE SUBSTANCE OF THE AUDIO PRESENTATIONS",neg,train
IN NO WAY DOES SEEKING ALPHA ASSUME ANY RESPONSIBILITY FOR ANY INVESTMENT OR OTHER DECISIONS MADE BASED UPON THE INFORMATION PROVIDED ON THIS WEB SITE OR IN ANY TRANSCRIPT,neg,train
USERS ARE ADVISED TO REVIEW THE APPLICABLE COMPANY'S AUDIO PRESENTATION ITSELF AND THE APPLICABLE COMPANY'S SEC FILINGS BEFORE MAKING ANY INVESTMENT OR OTHER DECISIONS,neg,train
"The reason I believe that is, because kind of fuel prices have run up so quickly",neg,train
"And if you look, you know, as Derek stated I mean you're right, your numbers are right of course if you take them, I guess at the midpoint of our range kind of year-over-year earnings are pretty flat in our forecast",neg,train
For the sixth consecutive quarter our fourth quarter revenue performance led the industry,neg,train
7% to $232 million in the fourth quarter due in part to a 12,neg,train
1% year-over-year primarily driven by higher bank fees and frequent flyer revenue,neg,train
My question is just how are you at American addressing these concerns to shareholders and just what's the general view on capacity growth and how it's affecting the market,neg,train
Like this 2017 was a great year for American Airlines from a financial perspective as we announced this morning,neg,train
"In terms of accomplishments, the teams did a phenomenal job through sometimes difficult circumstances",neg,test
"Yes, on the revenue side we have a lot of fantastic opportunities that we're working with Don Casey's group on",neg,train
On the cost side we have opportunities to really streamline our processes and the product that we provide,neg,test
And a lot of it is really just better customer experience and we're very focused on providing things to our customers that really make the whole experience with American better,neg,train
"In addition to our earnings release, we also filed our investor update this morning",neg,test
As discussed at our Investor Day in September we will now provide guidance on a consolidated basis and longer-term CASM CapEx and fleet guidance,neg,train
"We also disclosed in our updated that due to the adoption of new accounting standards on January 1, 2018 relating to revenue recognition as well as the income statement classification of certain pension and benefit costs, we would provide recast numbers for 2017 reflecting those changes",neg,train
"We've reduced schedule churn, implemented airport service management tools at key hubs, brought innovated automation tools online and enhanced our maintenance processes",neg,train
All of these changes are evident in our operating stats as our performance was significantly better in 2017 versus 2016,neg,train
"And now, I'd like to turn the conference over to your moderator, Managing Director of Investor Relations, Mr",neg,train
"More on the cost side, more on the revenue side, if you could just help us understand?",neg,test
We entered 2018 with great momentum and we are bullish about our future,neg,train
We certainly don’t think there's enough return in that business for an airline like American to go invest in freighters for example,neg,train
"Before we begin, we must state that today's call does contain forward-looking statements, including statements concerning future revenues and costs, forecasts of capacity, traffic, load factor, fleet plans and fuel prices",neg,train
"These statements represent our predictions and expectations as to future events, but numerous risks and uncertainties could cause actual results to differ from those projected",neg,train
"Information about some of those risks and uncertainties can be found in our earnings press release issued this morning, and our Form 10-Q for the quarter ended September 30, 2017",neg,train
For the remainder of the year we expect our CASM growth to trend lower,neg,train
5% and fourth quarter will be up approximately 0 to 2% versus 2017,neg,train
1% year-over-year increase in consolidated fuel expense in 2018 or about $1,neg,train
12 [ph] also in the second quarter and the third quarter $2,neg,train
Everything I just rattled off about our growth plans were in place before and remain in place now and we don't have any intention to change those based on what we know,neg,train
Our customer survey data on likelihood to recommend is the highest of American Airlines history and our year-over-year growth in revenue was industry leading,neg,train
As to making culture a competitive advantage we started the year by giving each team member two round-trip positive based tickets in appreciation of their work and allowing American Airlines to win the Air transport World’s 2017 Airline of the Year award,neg,train
"Yes, and Dan I would say for us to get the $3",neg,train
"9 billion worth of initiatives that we're talking about, this work will help us bring it in quicker and do what we need to do",neg,train
Some of that is required a lot of IT help to get us done,neg,train
We can't get there without the IT group helping us get through this and what they're doing is really helping us get through it quicker and figuring out ways to bring things in the market quicker on both the revenue and the cost side,neg,train
"And lastly, we completed the mainline livery repainting project in the fourth quarter",neg,train
So all mainline aircraft that are planned to stay in the fleet have now been painted,neg,train
We appreciate everyone's interest and thank you for tuning in,neg,test
"If you have any questions and you are an Investor, cal, Dan, if you have any questions and you are in the media call corp",neg,train
"I appreciate that commentary and then just as a follow up maybe some data thinking as well, but with regional aircraft which have the highest fuel intensity, the highest sort of gallons per passenger if you want to think about it that way, obviously a lot less 50 seaters than there used to be and you're growing with 76s which are more fuel efficient, but where do you start to see the break points on fuel for regional lift? Is it 80 bucks, is it 90 bucks, where does that become more of a focus? Thanks for taking the questions",neg,train
"My follow up will be American centric okay? So shifting this spotlight back to and thank you to indulging me, it's what people needed to hear, so forgive me for that first question",neg,train
"In 2017 we posted our best full year results in on-time departures, on-time arrivals and baggage handling since our merger closed in 2013",neg,train
"Our completion factor would have set records too, but was significantly impacted by the back-to-back-to-back hurricanes in September that impacted the Caribbean and Southeast United States",neg,train
"In November we set records in each of the core metrics and equally important, our operational performance during the peak summer and holiday periods were significantly improved versus 2016",neg,train
"How long it took for kind of capacity to respond to the new economics? And when prices go up this fast, it does, it takes a while to respond",neg,train
"So as we sit here today if oil stays where it is, I happen to believe you'll see the industry and you'll - the fares are too low for oil prices this high, and over time you'll see that adjust, but it takes time",neg,train
"part of it is that requires some capacity refinement, part of it is people have to believe it's there",neg,train
"This has gone from oil, but it's gone from what 50 to 70 in five months? 40% increase?",neg,test
And we will take our final question from Alana Wise with Reuters,neg,train
"Before I begin, I'd like to thank our team members for the great job they did in 2017 taking care of our customers",neg,train
We filed our fourth quarter and full-year earnings press release this morning,neg,train
"In that release, our fourth quarter 2017 GAAP net profit was $258 million or $0",neg,train
"54 per diluted share, down $31 million from our fourth quarter 2016 GAAP net profit of $289 million",neg,train
"Yes, I mean we mean we currently have an order for 22, A350s that come in 2020",neg,train
So there is - we have the order in place,neg,train
"We still have three big integration projects that we want to complete with our HR systems, our pilots, flight attendants and tech ops",neg,train
So those are the two big differences from the Investor Day,neg,train
We've got a pretty good idea of where we're doing well and not and you know what the impact of variations of fuel expense are,neg,train
So it's something that we look at certainly every month if not more and especially as we take a look out into the longer term,neg,train
Our full year 2017 revenue performance finished well ahead of 2016 with a 3,neg,train
We continue to innovate in revenue management with our focus on the premium cabin which delivered a full 2 points to system unit revenue improvement,neg,train
"So with that said, I'll turn it over to Derek, who will give you some more detail on the financials and then we'll go to Robert who has some more color on the revenue and the operations fronts",neg,train
There is no date that we need to make that decision,neg,train
Under the new revenue standard our 2017 pretax income received a non-cash benefit of $311 million,neg,train
The reclassification of certain pension and benefit costs resulted in a net $138 million gain moving from operating to non-operating expense and has no effect on the 2017 pretax income,neg,train
The recast financial statements are included along with the investor update we filed as an 8-K this morning and should be used as a baseline for your models,neg,train
"Yes, Conor as Don said earlier, the product has been out about six months now",neg,train
"It's meeting expectations which is great, will always take a look at ways to refine and optimize",neg,train
We like what's going on right now and we're staying the course with it,neg,train
"2% year-over-year in line with performance from previous quarters, while growing capacity by 7",neg,train
"5% with the launch of Los Angeles to Beijing, again our strong premium cabin performance made the material difference",neg,train
And we will take our next question from Conor Shine with The Dallas Morning News,neg,test
In regard to creating a world-class customer experience we produced record-setting operational reliability to American and we did that where we continued the most aggressive and successful aircraft modernization program in the history of commercial aviation,neg,train
We've introduced the best lounge product ever created by a U,neg,train
"carrier with flagship lounges in Miami, LAX, JFK, and improvements in Chicago",neg,train
We successfully rolled out our basic and premium economy products,neg,train
And we will take our next question from Duane Pfennigwerth with Evercore ISI,neg,train
Our capital plans for 2018 include a decline in spending from previous years due primarily to lower aircraft CapEx,neg,test
"Our fleet renewal program will continue in 2018, but at a much slower rate",neg,train
